,Unnamed: 0,barcodeCount,center_x,center_y,fov,leiden,max_x,max_y,min_x,min_y,volume
34684,34684.0,132.0,4499.570316495374,2990.7361185587947,590.0,1.0,4506.379716672003,2998.03691874817,4492.7609163187435,2983.4353183694184,884.2637197539343
78046,78046.0,230.0,8441.988003287464,2792.907033972442,1252.0,1.0,8449.072803471237,2797.777834098786,8434.903203103691,2788.036233846098,742.705588450166
48816,48816.0,166.0,5506.198679897934,649.5757049694657,780.0,1.0,5514.471480112523,657.9025051854551,5497.925879683346,641.2489047534764,1081.433764742745
44790,44790.0,77.0,5192.363311000167,2639.164777673781,727.0,1.0,5199.0701111741355,2642.523577760905,5185.6565108262,2635.8059775866573,197.0730296637773
3104,3104.0,248.0,1153.0145137570798,4999.7090106755495,101.0,1.0,1159.88331393525,5005.8758108355105,1146.1457135789094,4993.542210515589,938.8759994271164
12978,12978.0,95.0,2367.622459273785,2549.2265911996365,260.0,1.0,2373.9512594379485,2553.665391314775,2361.2936591096227,2544.787791084498,522.5884010309011
42014,42014.0,238.0,5010.1975630410025,5251.996592082083,688.0,1.0,5018.0383632443845,5258.811392258853,5002.356762837619,5245.181791905314,1130.441462965172
25207,25207.0,225.0,3637.0987052619457,2950.9800827652216,452.0,1.0,3643.2655054219063,2956.6068829111755,3630.9319051019847,2945.353282619268,863.8094075328038
76040,76040.0,126.0,7878.4035560041675,6564.511151898652,1214.0,1.0,7883.166356127709,6570.6239520572135,7873.640755880624,6558.398351740091,442.7489000889782
65511,65511.0,111.0,7100.43833322078,2846.2341167107224,1049.0,1.0,7116.3251336328685,2863.3089171536267,7084.551532808691,2829.159316267818,1210.013100133198
36925,36925.0,101.0,4509.292787183076,5554.650485549122,617.0,1.0,4514.973587330431,5559.251285668463,4503.611987035722,5550.049685429782,337.69591223902717
